Date,PropertyID,PropertyType,IsOccupied,MonthlyRevenue,RentalLength,MaintenanceCost,MaintenanceIssueLogged,CustomerSatisfaction
2022-08-13,0c44f969-a364-4b70-bd5d-3827e64f0f6a,House,True,8990.630059234678,6,407.81504175083387,Resource fine like agree nice always understand.,28.20885260466337
2022-07-14,5da8f9a6-0fd4-4e60-a020-72bc7576493f,Apartment,True,9308.183667276831,23,437.4126863513543,Site modern difference few benefit direction.,51.50536142859272
2022-10-11,318af1a8-db9c-42bc-9261-292eaadcbe04,Condo,True,4128.811863404604,4,360.5246860360668,Simply music billion order.,47.24132687464079
2022-02-09,e9823d07-ebc9-4c4a-a32d-1a62a3a91d4e,House,True,1075.9554627238572,19,132.77418143604956,Season various conference share discover across.,6.994174479417403
2023-01-01,c7a96817-c5b1-4eaf-b31c-3752ba397c2c,Condo,False,0.0,0,792.5929507918357,Yes social another game wide.,
2023-05-21,41e58009-d40a-4765-903f-dc0c2ad2e110,Condo,True,9112.020679656629,2,703.7150570650258,Play interest just explain newspaper cold parent.,6.245614947434519
2022-10-20,34e3bed8-706f-4bb7-824b-c5b941435440,Apartment,False,0.0,0,522.0490991782273,Seat suggest foreign space agree during visit.,
2022-06-01,a93fedf6-c99e-43ca-8fe7-43426246ea88,Apartment,True,7403.278141323532,20,901.8666406783428,Just black by know might you late none.,30.785418064166425
2023-04-21,3d17ca97-f84a-4b9a-b4e4-f2cab1289c25,Apartment,False,0.0,0,258.36751413304194,Century discussion southern explain.,
2021-12-21,5cf597dd-6e98-45c5-806a-fa40dbde7dda,Townhouse,True,9452.951937754951,22,260.4211768918532,Section build thank among draw true.,67.55911412532984
2023-08-22,9f55b71b-62a2-4b85-9074-345d0e009d48,Apartment,False,0.0,0,158.1931054893473,Floor increase read include our generation.,
2022-01-22,86d72e5d-15b9-4c6f-878d-9fa08af5ccd5,Townhouse,False,0.0,0,852.1057856740392,Few she add best like enter.,
2022-06-23,2a3c3112-8c05-4ced-91e6-0e25ee4cc276,Townhouse,False,0.0,0,727.7048580985504,Office right kitchen campaign language.,
2021-12-18,59a5609c-04b8-4f05-871f-091458b64f1a,Apartment,True,3818.6655657886154,3,220.13951019358547,Until general we mean.,45.28229321618391
2022-04-20,3e18f734-60cf-4c90-a66e-80e871bd49e0,Condo,False,0.0,0,548.4132442028515,Step similar energy owner stage at.,
2023-02-22,ad379435-fb43-448f-a2ac-cd808910ab3b,Townhouse,True,2500.70664480312,15,946.4398981563277,War pretty soldier visit majority lay.,83.55600725999226
2022-10-27,1180a26b-425e-49de-ba9f-4c9624750244,House,False,0.0,0,446.7888851102577,White federal very red can.,
2022-08-29,8d40acaa-4d99-4cd0-b51b-7a850460bbee,Condo,False,0.0,0,235.1786781789363,Recognize occur significant under bad win itself civil.,
2023-04-22,6ba57163-0bab-481f-85e3-330bbd3011e6,Apartment,False,0.0,0,638.4841553673934,Several hair purpose entire wait bag everybody.,
2023-05-17,118e9925-4a15-43bc-b7dd-4c0d24d97c95,House,False,0.0,0,335.8704572075519,Usually special middle school when fact.,
2022-12-24,0e3225f7-95b6-46a3-bfe6-34ef3d09759a,Apartment,False,0.0,0,272.6675932171712,Wrong likely everything.,
2022-05-12,d132d971-0ec4-4147-91df-f1b354e2ccf7,Condo,True,8848.224526671384,11,426.44509230527024,Worker cut week course level should.,59.823112864094504
2023-08-27,b66bc8f6-1b09-43ff-ad21-fda87aa1066e,House,False,0.0,0,543.3741654617783,Home step example structure item case.,
2022-08-07,e8a1fc0d-959a-44ae-92a6-662fe2edaedf,Apartment,True,5781.995892834323,18,739.5907525895603,Picture cell list.,37.2971785309887
2021-11-25,915a8185-06cf-4dd1-9899-e75ff9eefc34,Apartment,True,4742.809496263251,2,780.8401264478649,Anything adult organization window.,89.83746463427842
2021-10-15,d84dd765-cca4-451a-9c43-f2140f31157d,Condo,False,0.0,0,345.16616127774364,Fact wife box true four.,
2021-11-25,b6b06cc8-2051-4e8a-9e79-c4fea063f2e1,Townhouse,False,0.0,0,821.9916008957903,Daughter standard child travel work everyone.,
2023-08-27,599d14bb-f806-47a3-8010-b477a3f840b9,Condo,False,0.0,0,529.6112153542725,Language could to traditional wish few challenge.,
2022-07-17,84f605a3-b675-4e08-98a3-33d903e22b09,Townhouse,True,3863.6244085332505,5,826.9519001304592,Get play forget sell teach.,61.43940483273169
2022-05-09,688ddb7f-e40b-4a6c-85a1-0fe2bff4f9ab,Townhouse,False,0.0,0,654.957787260186,War strong avoid.,
2022-08-04,9be3e0a7-112e-4448-870f-6c2b345778bf,House,True,8321.144433870213,11,646.1083937334793,Deal article poor wind early somebody.,10.657700561725347
2021-09-13,aff8dca2-4139-48b5-89a9-09c39543b7e7,Condo,True,9739.320775715882,13,454.53728362118244,How machine value might.,89.95220413385567
2022-09-23,5a504a89-e449-44b4-a472-fe00d3213b6e,Apartment,False,0.0,0,808.1133266189344,Nor democratic relate that laugh cover.,
2023-07-06,75f45942-cba3-459f-b6d6-9bc095069192,House,False,0.0,0,756.336154152117,By brother would start new.,
2022-04-26,abbcb0a4-3603-45fd-aa88-5bfbd0b494f9,Townhouse,True,8068.2332657136885,11,216.03947831105077,Mother respond degree yard.,63.74338705840131
2022-02-20,2afe8b11-295e-4ca4-973b-edcf57152add,House,True,6282.602848226498,22,817.5382472048465,Blood decide section conference defense mother.,53.553627118526656
2022-02-24,762e5abf-aa50-4053-ab31-b2397c374f59,Townhouse,False,0.0,0,722.9619530839274,Become interview financial accept yard animal.,
2023-06-09,d78b9b6d-b07d-4c9c-a9db-77d365eb77b8,Apartment,True,4356.505383308059,20,199.54371745498315,Draw without support book movie.,48.21365176330382
2022-03-17,715d3362-96b8-48c5-a0e4-d02eb661c96e,Apartment,True,3578.9774141491516,16,610.9367609193552,Sister movie those pull power.,31.219645590959654
2023-03-19,d203ed32-d816-4fe9-945b-b844fa447467,Apartment,True,1742.2170170640102,2,195.45321068831055,Investment issue team evening little.,34.29520001188874
2022-12-19,0da320c0-2465-4b23-9393-363ad7dbf34d,Apartment,False,0.0,0,717.6998203058894,Or piece worker week main.,
2022-09-20,64c89728-301b-4d32-972f-a48e027f522e,Apartment,True,3431.615732924299,4,658.7266619365322,Write want cover we which the.,19.70787226234787
2022-09-15,88eef567-4329-4fba-a0c6-499c7e179aeb,Townhouse,False,0.0,0,235.80380980535347,Term music history win recognize drop high.,
2023-06-06,6bb5472a-a77f-485d-a543-b75391fde66a,Apartment,True,2737.579008613304,13,828.8338674374402,Phone worker cause this scene.,62.7402124761523
2022-01-18,9e759526-b02d-4c6c-88ae-c86e6463276f,House,False,0.0,0,683.6584213747451,Edge never college hear note.,
2022-12-22,b79b9849-5531-4aea-ade7-e7b13cdcd442,Condo,True,8352.024357737544,7,134.9855971765473,Second practice yes lay.,48.374219781499136
2021-09-12,5f09fa0b-c3e3-4b73-8994-a503eaac4120,Condo,True,7065.415168979995,19,956.8459492289597,Try two society short power lead.,20.847311275355263
2021-11-22,2d34f0fd-5c4e-4374-91ad-1c6ebe55f6a1,Apartment,False,0.0,0,929.0204446318436,Whatever center eight generation bank.,
2021-10-07,292c5f01-7243-44af-95b7-d821c90d9d5f,Condo,False,0.0,0,664.477972642926,Our this popular big.,
2023-01-09,e767d224-d1c2-4e5a-9ca0-ddc8a1738736,House,False,0.0,0,399.12746928651023,Purpose work usually.,
2022-08-26,347620c6-428f-41da-8af6-7d43bb33ce9b,Condo,True,3956.9432714420873,17,398.7560178675589,Group with authority brother difference difference deal.,55.90442047675048
2022-09-11,3b5daca5-b4c8-4e35-87eb-8ce8b1f13c43,Condo,False,0.0,0,812.5505315782125,Floor fish recognize.,
2023-05-04,5b56b854-7a62-4bb6-ae88-631074a5e948,House,True,6644.404479334956,7,958.6086253962457,You face cultural.,49.2730578374247
2022-11-02,f8382241-a5ef-434f-b57e-af19367f9f45,House,False,0.0,0,803.0247861109531,Government white eat third politics late.,
2022-04-15,f536cfa0-19b4-4f1a-9ff0-fc0d37e18241,Apartment,True,6985.831897403845,11,220.9121676194294,Hotel avoid everyone sell shoulder.,91.14651166768368
2023-04-12,ecd85eaa-7700-44d1-a037-7d6212772ebb,Townhouse,False,0.0,0,561.7375763780323,Security wish new that receive modern.,
2023-07-27,910dfbd7-0d45-46e9-b6fe-5036f0c32943,Townhouse,False,0.0,0,519.7778859473192,Idea national learn try on.,
2022-08-11,10c28ba6-3c7f-4177-8744-155d6875d566,House,True,3336.2802830078017,21,918.5524708417697,Walk see source knowledge various.,92.07041146945903
2021-12-04,7119bc2a-9404-4628-a22f-735f87187567,Townhouse,False,0.0,0,252.18179978502766,State audience field themselves senior ever.,
2021-10-23,612134ab-e968-4367-aa09-205b36b9a380,Townhouse,False,0.0,0,571.2024056711361,Big any of church total analysis sort.,
2023-06-19,fede870c-1f58-45b5-a4aa-2c33a3d1c096,Condo,True,9210.929187776874,8,602.6083453793976,Likely skill environment huge girl teacher.,60.85624710160927
2022-05-19,5ed9cff0-1d1f-40e1-a192-b94568bbc4e6,Apartment,False,0.0,0,654.1353070904456,Cover speak citizen forward theory large apply art.,
2023-01-24,1004af5d-aff3-4c42-87f3-a21e0d17c7b9,Condo,True,7825.3261810977465,7,410.1026759118059,End anyone thousand.,25.55036769678578
2022-08-27,26664109-6bb7-4ca1-be56-110d4bcc7462,House,True,5921.484935390127,5,652.2562717179021,Too now deep industry understand trial whatever.,42.63746019651924
2021-11-01,f4065564-66aa-4011-b92b-c1ba6f454920,House,True,8512.724140090035,7,707.9845386000427,Finally read hold agency hour good.,28.62647944484373
2023-06-07,5a772203-efff-4b30-9557-1fd773a17802,Apartment,False,0.0,0,526.0759532930136,Town resource name media.,
2021-09-14,a591892d-c06f-4ea9-b7bc-b3020c219272,Apartment,False,0.0,0,173.88376821591748,Job still record picture ten industry.,
2023-01-21,83fda573-5b46-47cf-b031-d81d073db836,Townhouse,False,0.0,0,946.8832101448237,Meet ok station address down.,
2023-07-20,90f5be5e-7b95-4a39-9bf7-36c46e9712a9,Townhouse,True,7925.582523508639,21,542.101627040976,Time artist significant course huge.,16.342356352778065
2021-11-27,e2f2205a-9771-4174-b64f-6e1375b36682,House,True,8584.142753797048,9,238.26389011944528,Camera action enough money throw.,68.55836496047169
2022-04-27,2d7d82c9-1c96-4316-a0d1-ef13c2265668,Condo,False,0.0,0,746.4664978440715,Become second question million what evening consider.,
2022-05-07,faa6f09e-dede-4c37-9666-05e25cdff750,Condo,True,3095.328129937396,5,957.4676665205427,Cold back radio maintain tend your.,80.5885257602108
2023-03-10,d8740fe3-8884-47d3-8dad-5c0781059742,House,False,0.0,0,839.1087276008928,Paper approach behind ok politics within.,
2023-08-09,7cee1d31-6c6e-4623-afe9-c314e922ffa9,Townhouse,False,0.0,0,931.9297188622163,Benefit hair letter modern apply between.,
2022-06-02,8451dbc1-31f1-474a-ba45-f27520abad25,House,True,9762.627693751474,13,886.1076361559265,Half during international our law at.,48.18391424276825
2022-09-05,5138cb4e-ea73-4869-81ef-368547c3c101,Condo,False,0.0,0,581.1370034046735,Wind training opportunity decision.,
2023-03-23,8a8d7094-0401-4d66-9ab9-d91696171abf,Condo,True,9110.682719438882,16,696.2668647108067,Make hand play evening sense.,76.05836551606835
2021-12-08,aedf5fb0-213c-46c9-a410-e62d16042e69,Condo,False,0.0,0,513.9892892836907,Consumer approach yes Democrat everyone.,
2022-01-02,aa1531b1-4e2a-4cf3-83ea-8ec4891a841b,Townhouse,True,1082.3455752465422,23,103.2841021537425,Hard collection newspaper upon sing any wish.,98.78551237156927
2021-11-14,375f2e9b-766f-44ec-9719-985772a75b06,Apartment,False,0.0,0,476.2779103570129,Image control reflect political.,
2021-11-25,24a788e3-85d1-41df-91c1-f9ebbfa668f5,House,True,8372.710652251144,11,555.2475021325456,Real community can drop.,35.06408674267736
2022-11-21,ac937b52-0775-421f-817d-5a792ab15bed,Townhouse,False,0.0,0,855.937692964442,Blue level part become give your shoulder.,
2022-03-14,c57dda3c-94c5-4bec-814e-203e6cb895c5,Condo,True,9721.451179767844,21,425.31809954541075,Give pass modern movement leader beautiful break social.,33.88985826026565
2022-02-09,c40bad75-f368-4f40-9684-7e96d14415e5,Condo,False,0.0,0,817.1996750704163,Hot where tend expect outside.,
2021-09-20,ecd81242-e81d-482a-b4f2-cc6b785be50a,Townhouse,True,9943.787708453685,10,218.01421402313917,Laugh movement mind election certain police.,23.405966479420204
2022-03-20,91222b85-5477-4bd5-b967-fb09579106f5,Apartment,False,0.0,0,216.26600091563284,Physical hospital set its official.,
2023-05-22,db3e3e17-c894-42e8-9f5e-18ebfb3bd8cb,Apartment,True,3778.274369287762,22,114.17005803009333,Adult walk single be.,50.081357981585214
2021-12-30,8996070d-8867-4e24-b146-ae67a8302386,House,False,0.0,0,792.4123656442705,Do conference even peace.,
2022-08-28,2be19778-2550-4e00-bf87-ce8ecbe0fd1e,Apartment,True,6101.552507634297,2,312.4776019615625,Can fill return against response.,38.434428155537816
2023-05-22,36ba0bef-4413-4f58-bb2b-1a8f193448fa,Townhouse,False,0.0,0,564.0706383500494,Your in medical industry paper skill.,
2021-09-08,1377996e-76b6-4bf5-af59-a331dea21c88,House,False,0.0,0,409.46784521239726,Bill generation response notice.,
2022-11-17,17fb5e8d-c49c-40d9-bcac-3e8e8727c973,Apartment,False,0.0,0,729.3393408969356,Foot sometimes performance woman protect ability any.,
2022-07-19,b7884599-102b-436c-abe9-3cab527249b0,Condo,True,6954.957819045199,19,688.8186935110351,Develop teach generation performance matter star minute.,89.68043747257848
2022-04-26,8659b88c-8f5c-4af3-8716-8c95236d7110,Townhouse,True,6298.094751385495,23,554.6104517711418,Good measure personal vote work.,65.84813875280008
2023-07-20,060393e8-fce9-4cdb-9b27-7f383861e338,Apartment,False,0.0,0,253.97359801123184,Option quality better.,
2022-04-09,d2f24ece-6bfe-402a-97c4-15a54c234bee,Apartment,False,0.0,0,548.0981737305162,Political street morning show serious effort than.,
2022-04-24,48d1dcf3-323b-4545-a370-51ccd17fca66,Apartment,False,0.0,0,563.6014583491782,Let exactly go serve Democrat piece.,
2022-01-04,f5a5c77e-cdd8-41c7-999c-208f53a5c759,House,False,0.0,0,413.757150465457,Stage book help might line.,
2023-03-18,657eacc7-a02e-4d55-ae20-d144692d26a5,Condo,False,0.0,0,499.56182784961067,Hand believe direction of will tell fire page.,
2022-10-08,e0395f6e-9c34-4fb2-a0ba-69bb6807e9e0,House,True,6397.848069343761,14,903.9435742959164,Purpose section any threat soldier range.,81.03112870490202
2022-04-01,798a7216-83df-45d4-a74c-38bd60a5822f,Townhouse,False,0.0,0,224.90030760504504,What order language role.,
2023-05-06,9ac26757-88d3-4fda-8479-44e5677a71a1,House,True,5778.002810421405,8,820.313265139473,Green behavior least community voice water idea.,72.66342186600706
2023-07-28,4385c760-5279-4a2d-92f3-28a96ea2b9fc,Townhouse,True,5531.601964859045,7,698.9198259826512,Court friend outside series teacher body sign.,65.72725919295917
2021-09-12,e6d3410a-6323-4cb5-9773-9c8233e3f6c2,Apartment,True,9336.34824304432,23,300.29736013524837,Less man challenge smile best star often generation.,34.425784697185705
2023-01-06,f036f86c-0c0f-4b62-8b3a-036387ef5c72,Apartment,False,0.0,0,617.819700734946,Remain last day fall hit.,
2022-01-28,f30ee2d4-3d12-4425-addf-7b9e92804ea1,Condo,False,0.0,0,371.75994771416293,Story above color leg pay piece.,
2023-03-29,9b4de3a9-8a1d-41cd-a623-9c2d7a891e19,Townhouse,False,0.0,0,769.6707089018973,Peace level process however.,
2022-06-03,00bcfdd4-6886-4fc0-aaa9-f47beb57f76b,Apartment,False,0.0,0,540.2202388305558,Real themselves bit beyond key.,
2022-07-13,c90fac39-d79b-4fcc-a01c-162f39a5fcbb,House,False,0.0,0,615.410086450751,Leader car Republican people off decide.,
2023-08-10,7c0bc026-7fee-489c-81f2-683e7dca9bee,Apartment,True,5781.343106245749,18,875.1768367533751,West buy point skill.,51.10757558078516
2023-06-27,455df219-7d06-4480-aa09-df5327582fce,Condo,True,9344.592953551082,18,986.9212501763558,Want option hear ok against.,22.647714831176824
2022-02-03,39bf858d-5098-46b1-8fd8-373bb2f3e72c,Condo,True,9722.195918822661,17,702.2404372600718,Often move issue create.,20.824304620330025
2022-01-24,642d67e2-edb2-40cf-aaed-10948419bea8,Condo,False,0.0,0,518.1546011802075,Start idea wonder fly animal understand cost technology.,
2022-09-26,3d272c1a-54a6-4e4b-9f2c-7840f420f8c7,Condo,True,4618.040721438824,19,680.4967592625492,Cup similar concern question myself television debate.,57.888503946515904
2022-06-10,a7e813fa-b2f6-4d06-82a1-e714d3918daa,Condo,True,5193.958175219551,10,238.3141278572863,Heart size moment what media perhaps.,75.99938362324258
2023-03-18,d902883e-a7f4-4919-bc59-38914a672205,Apartment,False,0.0,0,800.2447859398696,Customer nation practice.,
2021-09-29,f0782df3-eedd-4009-b20a-38f0953a08a4,Condo,False,0.0,0,605.6179915191711,Would shake sense notice.,
2023-04-07,f5abbd54-fe3a-47af-8dee-fd6e13dbb04b,Townhouse,False,0.0,0,563.7102988101726,Miss song above final hundred.,
2022-09-18,c059b714-4aff-4cd0-a021-59bba149e405,Condo,True,8171.531359147322,9,137.67001218581274,Evidence blue agency force.,25.251595536826986
2023-05-02,6af78e4d-e770-45cd-9fdc-833baa4f65c6,Condo,False,0.0,0,507.4494123833165,Appear notice identify school work business truth top.,
2022-10-29,32ff89b5-ba5a-42f1-af83-b53f62065fea,House,True,9905.01487368311,1,851.8517347367217,Number technology third thousand community clearly both.,32.19689531963007
2022-11-29,5d56629b-8abd-48d3-a84c-34c548aabdf6,Apartment,False,0.0,0,159.04922272905367,Child character color rest chair star hard tough.,
2022-03-20,d3bd0e1c-3627-4a10-ab96-6dc240cef228,Townhouse,False,0.0,0,612.5035043149867,Finish red song especially look yourself everyone.,
2022-09-28,580dd5ac-d713-474f-ad97-757dbff41ed6,Townhouse,False,0.0,0,746.6271312297836,According heart figure Mr it.,
2022-02-28,84a22b56-db3b-464c-a17e-f58211e27ac2,Townhouse,True,6475.724327987198,13,839.5210623575645,End movie idea general development.,79.50992245128403
2022-04-21,2a38c4b0-937b-460a-a88a-3cbecabb891b,Condo,False,0.0,0,244.31793374245296,Company five dog and weight.,
2021-12-11,30ea9bf7-ec9c-4bc9-bb7d-7f6f7c33d9e3,Townhouse,False,0.0,0,280.9757530794842,Film know work billion training.,
2023-06-18,e4929f54-a95c-4608-8276-da5b94a7107b,Apartment,False,0.0,0,838.3492602989098,Institution care miss.,
2022-03-16,8788398e-6b20-4f2d-84b0-58d3e0088f68,Townhouse,True,5751.582371138727,21,970.5040903513201,Laugh now office sense entire character.,47.87766888762349
2022-04-11,ccb7bc74-0dc0-4161-b897-1f3b3b3c38cf,House,False,0.0,0,101.39932429094817,Make store security statement lead ability.,
2021-09-11,ec0fef08-e5c2-4365-b0c0-97e4114ccf19,Condo,True,1505.2658962242494,5,870.5331427159116,National more better song concern become small girl.,89.758314441654
2022-02-16,449e6bea-d339-484e-92cd-5e8a1a923f4d,Townhouse,False,0.0,0,488.19367196997854,Rate agent create sell across.,
2022-10-25,c55642d5-3371-4e13-9c44-da76538d0906,Condo,True,8425.491188999138,20,428.41019175954904,Drug last hand consider social.,66.60502537342549
2022-08-19,96849d47-e829-441a-ab18-ee47c2b8063f,Condo,False,0.0,0,648.2309594582956,Arrive girl bill factor send alone.,
2022-10-16,f4dda848-fd19-4d00-bc87-7798575feeda,Townhouse,False,0.0,0,795.21931508397,Much author finally full walk situation mother.,
2023-05-19,82eed8d7-8d76-4693-985b-14cebe8d1cf4,House,False,0.0,0,504.18501369187214,Arrive watch development office own full yard.,
2023-06-20,8d0dc95e-077c-4ffd-bf26-fae4505e3df1,Townhouse,True,7360.70397270637,8,993.4610415830001,Everyone city research.,91.44244396018696
2023-09-05,20c1238c-259b-4f89-9e41-ebddffe95c9d,Condo,True,3690.63972520793,9,396.6466940447976,Unit agreement history old.,47.379136446172545
2022-02-18,92ebaa68-eade-43b0-806a-7658a4197dad,House,False,0.0,0,525.9843730194441,During friend same lay turn by sense.,
2023-08-06,cb669d9d-e361-47a6-8825-c4594b4d9505,Condo,False,0.0,0,321.75936683637065,Radio improve by raise term.,
2021-10-30,5e4ae1fe-6624-4d0b-a3d4-4e78b845f172,Apartment,False,0.0,0,471.5130101194304,Imagine low name weight behind common.,
