Date,Device Type,Conversion Rate,Cart Abandonment Rate,Average Order Value,Customer Lifetime Value,Time Spent on Site,Top Selling Product,Customer Geographic Distribution
2020-11-07,Mobile,0.025321452844792987,0.8749080210502844,191.1423538920683,856.6425220044815,469.2065876051406,health,Ecuador
2023-08-16,Tablet,0.19008592389916704,0.8833878713465283,85.26462172634282,173.8038325120159,163.60621883403115,plan,Tokelau
2022-08-20,Desktop,0.07667775288339278,0.2176390931243927,192.01740221614088,300.77522212500486,560.7640814452997,agreement,Guatemala
2023-07-17,Desktop,0.1408676499593385,0.49287654979364315,31.373062148019677,589.8043542258483,624.4044594462135,including,Luxembourg
2021-04-09,Tablet,0.013049888577535303,0.18624790136697725,97.77870138415017,677.911483608196,412.03695362784356,policy,Seychelles
2022-04-12,Desktop,0.01765542920475761,0.5536348810960486,133.05996430558184,925.1933188677432,956.1247116116192,treat,Portugal
2023-02-07,Tablet,0.12544161107817672,0.6878510720463551,152.4110159476248,606.9567261207023,385.0555761597958,that,United Arab Emirates
2021-12-15,Desktop,0.18584208357525028,0.8610910475944852,74.63399997617216,290.3156968580597,193.4016632284934,style,Mexico
2021-04-01,Tablet,0.0689058298857161,0.6483563556609689,132.50369802765368,104.7094262437057,878.5529291857843,moment,Korea
2023-08-18,Mobile,0.1142448627965644,0.39671983536598054,125.62042595552123,980.2628241691837,764.3783353219017,activity,Lao People's Democratic Republic
2022-04-02,Tablet,0.09003134183690377,0.21958929845190076,56.383648515765735,308.31028049253575,770.1042874609828,during,Ireland
2022-09-10,Mobile,0.16402550784229927,0.5864908094838387,26.917967467225665,667.8781994684367,383.09265429214656,down,Nicaragua
2022-11-06,Mobile,0.19601840094824208,0.15445296207753093,168.06921146324137,976.8492342646596,297.11021249801735,grow,Liechtenstein
2021-12-11,Desktop,0.044596764642314116,0.5627612603715412,163.4758177288796,727.8377696686889,460.39177326095603,their,Nepal
2021-08-29,Desktop,0.07926389659860204,0.8259240331442831,199.41738761527716,387.6439540704174,268.02916055522434,upon,Israel
2022-01-17,Desktop,0.05282770707427691,0.39118237441051096,108.23359127869404,506.5337709655682,150.9426009685071,who,Bhutan
2021-04-28,Mobile,0.16774049351525464,0.7779009022751617,191.01518881012456,478.0885881756965,44.242272691720295,cultural,Martinique
2020-11-18,Mobile,0.15310866827694175,0.209007879345252,174.77347173291795,465.51710332663185,496.59788773204843,soon,Russian Federation
2023-08-09,Desktop,0.18409699362802173,0.44413680955407653,110.87533678704233,279.9477496034359,523.1531055516684,young,Saudi Arabia
2021-03-17,Desktop,0.1025486880423285,0.7501535467220763,143.9544872145661,106.29054835299566,44.239700695764164,statement,Iceland
2021-03-21,Mobile,0.026094268825900817,0.38944814310256615,178.60866573296616,812.0267270796161,316.3424725263695,hospital,Bahrain
2021-07-16,Desktop,0.12299657908438526,0.8406190753031789,147.90838413694698,209.02139742704725,797.7267774138002,reason,Cuba
2020-09-09,Mobile,0.165595320436916,0.8110859724534711,147.4705889319968,231.86471278213227,326.5896977045459,beyond,Guadeloupe
