Date,CustomerID,Age,AssetsUnderManagement,NetProfitMargin,CustomerChurn,CostPerAcquisition,InvestmentType,MonthlyInflow,MonthlyOutflow,CustomerFeedback
2021-10-30,7d38d8fc-c039-4c76-a16d-d2952a29ab10,47,2887960.5121600884,30.795649838418427,False,1074.979168460818,Bonds,12045.891342261415,8987.642247480555,Paper enough collection exist not various third.
2022-06-13,56905631-d961-44a7-bd2d-6fd4271cffaf,80,1517608.5464912276,50.11500581494461,True,7807.357532323688,Bonds,38116.54968773775,26044.09161734755,Middle security beat.
2021-09-09,46ab892d-a325-446c-984f-07e8b7d8bbb4,53,212938.5807173075,18.621125497224,True,885.1536873811677,Real Estate,39887.719161174915,4835.168224728688,Civil current relationship million quality.
2022-04-23,1484c53a-3c84-4d29-97b6-b85ac05297b4,51,1374614.2921573587,24.05694232813972,True,6107.783719162912,Mutual Funds,48934.8398847567,28084.38820456441,Write beautiful take understand.
2021-12-30,597ec893-dbff-4961-81ed-92f54b946ff7,63,3300332.8203864554,54.588229792732726,True,6594.068086963802,Mutual Funds,47573.61724435646,38463.74562511395,Husband film threat eye stand.
2022-10-18,f7542f70-caab-4f69-92c8-9928b87bf464,37,3254285.229108504,20.361471242365127,False,6119.2533299810175,Real Estate,6546.632421224891,36289.10675902541,Order view first hundred.
2021-12-11,f22b645e-7e14-41d0-b66c-fc3d35ba7a94,64,3510262.0577708874,45.23696370384596,False,3823.8015221144424,Cryptocurrency,47187.35327179588,20296.078985671335,Professor drive language society.
2022-01-07,063d1cc2-7975-47c8-b840-7af3cc966807,38,4764415.955568596,78.20956205194616,False,3507.9736408087674,Bonds,38602.47499809237,21859.88602093309,Rock through eat language heart follow.
2022-03-10,d9048ede-6e42-45cd-affd-3b62ab97cd50,42,878176.5504636758,46.940426434001026,True,7078.962441526766,Bonds,29618.690712244617,34448.64102117471,Usually daughter to identify meeting direction push.
2022-03-29,7cf1eb7b-5ec8-49c5-b9fc-6436b207a4d6,64,4489126.5731673855,67.72616893907698,False,4758.859310874435,Mutual Funds,43409.23906301921,42970.41953973348,Body talk growth away.
2021-12-30,614cf7b0-ce7c-4aaa-982b-345c2712fafd,18,2151649.8613461843,7.380934966307439,False,7985.59477090181,Stocks,40703.442917220804,19479.691599904112,Card tell score knowledge people American growth.
2023-08-12,3bfafcf5-7a0b-4ba3-b957-3acf6c8752ab,75,3188035.7783003575,74.71565809128582,False,1763.455320180816,Mutual Funds,45755.77832579548,20127.98158361126,Cost prepare art authority end chair.
2022-08-05,c1ce5c9b-5e30-469f-86e0-8b36840f7b50,66,1354148.100661045,12.69391404202599,False,6706.643909806312,Cryptocurrency,32961.21070409934,48300.93898185173,Drug among sea group recognize.
2022-07-20,896bf1d2-6505-42c5-b861-6c95e52b8b18,71,1651504.0397755462,11.917770627394598,False,6462.292546629143,Bonds,49077.40731965097,7490.540760584318,Trade young measure.
2023-02-21,e150271b-19a5-4a83-aa39-ac4f07bade60,63,4941322.836682673,31.988401819716472,True,6006.949873117905,Mutual Funds,47729.381574437124,31414.448663273193,Ball south green fire important however.
2023-02-14,c5446a07-bfe4-4d77-bf73-bff7c93f51b8,65,4385657.841042742,37.556070947372625,False,854.072795602095,Stocks,39381.25497574,28236.018153814966,Base debate situation real.
2023-01-22,90bd7edb-f8ce-4eaa-a219-8bc88e30b88d,65,3820320.7542430763,22.92422927502914,True,6381.227150340453,Real Estate,33885.46659032403,1813.4726581452846,Key above phone many.
2022-01-14,d23b5a28-d8c6-4038-9c0e-f659b7901cbd,38,4206341.716474105,90.86640311534292,True,1126.8962589644073,Stocks,28280.529965951486,23741.743821411925,Range crime admit name key gun grow.
2023-07-21,388af331-7c00-426d-8792-a345d40d25c8,26,4625799.8414873555,61.47528318701241,False,5036.884356325538,Cryptocurrency,9099.97113495621,35475.23164498456,Think meet small fact old key evidence along.
2023-06-27,2ba5425b-7623-4a7c-bbfc-747d0833386a,27,3135783.053665421,61.88743066911956,True,805.330692273049,Real Estate,27896.628219608527,5413.119500373,Contain receive chance detail throughout.
2023-08-18,f798f9bc-abe7-4982-85d1-158b016e188d,24,940022.6416881757,61.46532804687084,True,8985.117270243829,Mutual Funds,8603.203599023163,2057.780497083569,Second pull our month movie early.
2021-12-27,c0d0a0cf-9515-47a5-9386-2ee42c636797,34,1288141.7919745105,31.38836313921034,True,8763.004692005261,Cryptocurrency,28789.81893010938,33241.02421058342,Discussion state half yard establish person teacher.
2022-04-19,a6ec0d08-7255-4be6-8e53-903d93e8ef61,55,3101967.4765200918,75.8569490822212,False,838.6499686719234,Stocks,7471.390038579998,8935.005510782088,Month difficult after director.
2022-02-24,777f6448-43b8-4917-ac4b-d72ff7f3baf2,52,4379976.050879728,71.2652289765501,True,7879.819807337744,Stocks,2616.159466675188,44139.5288158404,Sit carry concern push class.
2023-01-02,8b1ce775-9aa8-4cf3-bc74-0f5d9f3a5caa,27,3879639.3926470946,20.15436059836747,False,1049.1924696654116,Cryptocurrency,45983.179220453385,20549.38041466603,Accept on report available order have without.
2023-03-28,690d95b2-590e-4215-875b-1a63d314615b,18,4648952.5297189,67.21942673572718,True,825.5248156461349,Stocks,33322.87441208071,46531.02229442586,Later first according within sure learn human community.
2022-05-08,6feb3d18-a0d8-4b17-b646-23ad80a0c355,66,3409924.2190073896,94.5905492944049,True,6682.510554717185,Cryptocurrency,37781.72304418629,49704.62278286495,Story nature class piece consider.
2023-03-15,61289264-612f-42d8-b2c2-226d7fc9e620,69,2484424.68176635,83.41835456870533,False,2328.1524582170086,Cryptocurrency,23450.744506105166,47355.44970521618,How may by.
2022-06-16,e5c1d7f3-7f81-47ff-9366-8c52bce3788e,57,954369.9453317925,2.8468856919456997,True,9595.146386538101,Cryptocurrency,27904.159822171994,49329.318633847506,Beyond rock police project owner end painting former.
2022-10-12,686f767a-d42a-4874-94f6-ceafd77a57c4,41,3216426.805161626,98.86515973405648,False,6731.979757848777,Bonds,33650.56657243162,10925.88146073634,Treatment decide take scene miss we.
2022-01-28,1cdfea01-afc2-4adc-b949-de3e3edf8a74,22,2622675.7218348156,54.15093960220902,False,956.34931199577,Stocks,4843.123096893947,31661.44995111968,Government owner mouth.
2021-12-20,6337ec87-b2e5-449a-a270-bd97f02511be,19,2789810.696956601,88.65960859059449,False,3503.3784276326846,Real Estate,41326.716878658845,49517.2905630432,Pressure any painting country.
2022-02-19,7aa93c00-158f-48e3-8bf1-fef4bb61174c,58,4252625.509437895,84.50473184910983,True,8120.767034751273,Stocks,47627.6815207303,32034.119679570245,From southern order agree head industry firm.
2021-12-16,234f3307-c809-4d4f-963b-33740c7e0c93,47,340326.9486063456,85.75657719863054,False,5798.047212785499,Stocks,12782.245002898599,48801.75502147831,Hour bed day energy.
2023-05-08,4969073d-ba49-4c51-9afb-12f18108eb66,51,2374694.1079800716,56.469159412020396,True,7855.562781228388,Bonds,21107.573156945055,20660.636119844967,Situation consider voice majority draw.
2023-04-10,b546530c-b0a5-43bd-93b7-62ba7f9e2de5,48,4985848.409262712,71.08481561941736,True,3476.65224753227,Stocks,26170.12939095433,39283.56761971527,Nor network agency.
2023-01-07,ab315360-2f99-4d66-a8c4-e7bc5181aa0c,28,1077418.394543793,99.28684229983176,False,9756.689351382971,Mutual Funds,30956.387558718685,29704.22975684092,Foreign enter education role customer population page much.
2023-06-27,1d713aee-e766-4a58-b5ef-5c882ba61b46,18,2693116.628221496,29.43217221606377,True,6418.168194955284,Stocks,29541.958291312207,32416.546197352003,Attorney new benefit add herself.
2022-04-11,df641768-a7be-479f-92ae-5b0aa1511f7f,47,2243198.7909712475,34.148675783744324,True,5327.206747756844,Mutual Funds,31779.666482124834,4179.376111380207,Girl newspaper religious perhaps away.
2021-10-31,2aa69323-3a9e-4487-9997-d59521bfe4b6,60,1449960.5714691186,80.82257380184397,True,5112.8230664450375,Bonds,40075.16438342381,28547.34438948767,Rule conference class project nature.
2023-09-04,94c94f95-6c4b-4847-98aa-20595335cb63,29,3848476.301687412,66.54574427604982,True,6732.726703297982,Real Estate,46265.68431653461,11229.858864876216,Economic budget remain American method police girl.
2022-03-24,5afaa6ec-430f-4bb3-8008-497da311d4c1,22,2748058.2725730953,88.27563218821176,True,8570.212227425247,Mutual Funds,29884.66499336914,11848.913107792196,Others husband six about.
2021-12-09,92ba4337-f7c8-4c83-9484-0a14c595a74a,34,1834547.0657438387,60.00572617808088,False,3509.351132144761,Cryptocurrency,43023.70447835791,9185.719760828466,Staff their particularly when value great.
2021-10-30,168e9cf5-b376-4036-9b01-5084b6a9ab73,25,4629995.94901452,88.18936508507097,False,3116.039915258298,Cryptocurrency,42869.44917815973,7522.89568220526,Structure relationship religious central.
2022-08-24,2ab05933-abd9-448a-83d0-4c371e10542f,39,1694503.4624267442,85.2286751251255,False,4835.86460972333,Mutual Funds,30248.16468518077,29820.998524217575,Station always value sort real thought start.
2022-12-27,0672e556-0975-4f6f-839f-82e0809206bd,46,4854870.390600473,51.83795537149363,False,8536.178010478603,Real Estate,7448.320078766826,30447.848210681525,Build from firm fact us return.
2021-10-16,51d0a648-1896-4d41-9295-bfcb006cd9e3,62,4515931.295058066,33.7780066353249,False,2846.057552413149,Stocks,6390.496094079876,25117.443150934698,Save fall never lead effect push.
2022-02-23,7ab1fcb5-a186-4cc4-9db9-c7fe62010e04,36,2466436.9347746843,14.304135152209085,False,3954.2935069690043,Bonds,20701.15795757474,5615.448084047472,Station somebody those.
2021-10-22,7be41cf9-0c1c-4ef4-8d92-88fdb2b350d6,25,2342627.1741091223,65.38089332005616,True,5191.800728278301,Bonds,44046.50098307977,48686.502138114905,Believe shoulder thing range.
2022-12-10,8cf42ef5-8c01-427c-9a0f-78e9517c92b2,22,3490122.6158368,54.66700885021565,False,182.1983703990064,Real Estate,7977.88039149834,49651.56983223555,Wall series pattern top cup around section.
2022-08-24,cf50ade8-74ac-47f6-8a3e-2c0535c44543,56,175198.086475005,5.128345516814214,True,5491.042106459547,Stocks,45869.35341902061,29977.379348773215,Message nearly most majority loss.
2023-07-20,0dc92b5b-e7c0-48a3-9e4c-40725a6f18d3,75,3033542.288179723,61.64628487947829,False,8345.483086484628,Bonds,30226.11280421921,33378.613289986795,Effort surface western hear.
2023-01-14,5ef8fef7-480e-4ff0-ba1b-68dfe8446a81,72,4984105.763979187,48.013880403669006,True,8199.065723298034,Mutual Funds,44553.6314985503,2187.348723608628,Car allow race meeting father outside.
2022-04-24,4f9ed508-153b-47a3-8315-721e7f12fca1,68,2729339.1624968466,81.64088181247129,False,7477.3115044392125,Mutual Funds,24771.73146539768,2317.6242952715666,Reason cup sometimes trip per else enough.
2023-08-05,ba8df042-4a7b-4f0a-80d6-edceb38bdbdb,46,4449549.207330148,91.59058736797212,True,2564.609033272523,Real Estate,13173.390398518206,29131.10389599011,Film all accept.
2023-03-04,942c152e-d167-41c4-8a8a-f4f29dab84d4,59,1378820.1158154167,58.419922377042774,False,747.1650739247206,Mutual Funds,28412.632728375127,28086.07732919198,Foot impact social feel show wear away partner.
2021-11-13,d9521054-a6f2-4976-8869-15bd2225a18c,44,4744858.03780384,69.72129550997941,False,9748.962870489639,Real Estate,1092.3451195383002,11660.332426224411,Song election then think.
2023-01-25,5380e192-dfb4-45fd-8043-b128c5d21604,32,891773.7028093855,70.19418257610607,True,2662.6847462853357,Mutual Funds,14378.811156545595,17437.33934262953,Building order answer wall decide edge area.
2022-09-13,bbf4fdb0-c8b2-487c-9b73-f4dd9cb187f8,72,404734.6992379849,91.15530581070311,False,5846.848341245287,Real Estate,19555.104625761247,38140.53858181832,Yet effect work one seven our you after.
2023-03-02,ff9064d7-dfc8-4060-b168-b515299b871b,71,3885047.5393408802,12.645706143901748,True,5496.429460508735,Stocks,31206.182815049277,30246.408465117383,Safe recent seven.
2022-08-26,af4703fb-37f4-4cc7-bcd5-6413fd3e6324,19,4165355.8647364215,18.8968593283138,True,7532.863592791548,Mutual Funds,30721.234773063283,35571.87681263667,Unit home group usually particularly.
2021-12-03,e98ae09f-a696-4baa-b17e-0a8b33dec1e4,33,1098775.3808412908,51.67515387199491,False,4712.371261642707,Real Estate,21646.126561743295,20622.621063413437,Others so simply community forget next policy.
2021-09-16,dbec7147-dfc8-4c75-a23d-7476a4891720,65,4628232.298165369,48.12775404672852,False,9451.757152938713,Mutual Funds,41363.45504621988,33546.27001265425,Newspaper resource only.
2022-04-06,d300283c-2b12-48ee-8219-21ccc9aec897,24,2653907.4283652497,67.16093937011055,True,4603.550846695523,Bonds,31941.851363740134,19409.511569315277,Position shoulder another stand back pretty hour.
2023-06-24,e5cae124-8d7f-4a78-b422-a3ca642b375e,25,2116363.740849263,47.226005723267626,True,1337.3024761741526,Mutual Funds,25571.26614287592,44667.41919614046,Detail fall evening feel former candidate open.
2022-10-13,e36dbeb1-2a35-4c9b-a095-f5ed484b1b67,34,4103650.652277793,4.504480875465378,True,8361.531587513227,Bonds,12515.13320443401,38678.10970857029,Report here get their drive.
2023-05-18,c926ecff-11bb-4d5a-8ec6-b1d57933f9d9,65,4654356.544806196,91.69859788034205,True,6987.477799951351,Bonds,31611.162882814264,19820.172281082756,Paper whom within off quickly.
2022-03-14,5331536c-17ee-4e0e-a7bd-fd3a3c77a41e,31,1860784.7280871433,14.31978363113876,True,7194.022320299296,Mutual Funds,25150.995203657818,14668.024563849365,Success good contain pressure.
2023-01-29,a1c5edd5-9f86-453e-9d8d-e015297a3192,18,632577.4348211591,78.38446930739411,True,6603.343451225741,Bonds,37867.83433773641,13405.544740997273,Such east similar audience.
2022-11-29,0f059c74-bac3-43e5-815d-c8b1e484135f,53,183730.77938828978,41.79919791410629,False,735.2315611506497,Cryptocurrency,37267.95388574766,45589.486466654285,Now tax attack eye people spring relationship.
2022-10-10,69d5a467-528d-43bf-ab50-390f9d2334fd,52,2599061.7586722816,46.596787458828814,False,567.6683164887551,Bonds,49704.738091519226,20467.660675617535,Hot season thus peace write.
2022-01-09,5f74e772-5891-4e2d-af7d-53fe6690652c,73,4816690.291969842,71.6509131715932,True,8341.71210432502,Cryptocurrency,9392.101583515565,27515.320213748033,Late condition hundred.
2022-03-19,78f60256-a185-4032-8c10-795fe964ed96,38,2864171.77366773,39.99906772081131,False,8854.116767636893,Real Estate,5273.297435265365,18820.41154839891,Tv somebody stuff edge.
2022-11-19,66358910-b8d6-42cd-94bb-8247c2d4e079,37,267699.91674168594,68.8640433416538,True,8822.04469812665,Bonds,3098.6220938416454,27838.771070089082,Movement note recognize coach purpose.
2023-05-30,c36eed63-90cf-4240-bd3b-132c02f6e7a0,77,4956991.391914597,58.41863972375712,True,3678.365128478458,Cryptocurrency,26622.12318305013,4771.020828090463,Edge bad also thought future north.
2022-11-25,87883d9a-53aa-4e05-815f-4d4feedb4127,36,4419186.725088235,38.14349667072419,True,7099.692332532336,Mutual Funds,39757.83276581464,1177.247883589714,Produce indeed partner development.
2022-04-12,7499652a-b3e2-496c-9e2f-96cb18cf4a8e,57,4715886.112528955,59.787575655115965,False,5228.93408248895,Real Estate,26284.439887751476,44846.19863948279,Person political impact scientist likely difficult.
2021-12-16,f0557039-2cb6-473a-af3e-194cfc3a7560,73,1363212.5583882409,73.92318748054592,True,3452.579877080716,Mutual Funds,24799.9439115102,37748.695250856406,Support fly trade.
2022-05-19,09d3b15a-117e-4963-b1a5-e83df0ccb512,64,4191675.6694728797,28.258072035455605,True,6381.619675044731,Mutual Funds,41927.73928058934,40070.95932143891,Out crime long music water hit about.
2022-06-23,c46f3d4a-a956-4469-af45-d50d4a4eef4f,65,153926.6068839674,22.51608230039901,False,9018.09643997421,Mutual Funds,20673.251642206516,43334.030549543786,Single prevent system scientist media do.
2022-07-17,d1634e3c-d8c2-41ba-9f7c-2a0614f529b5,63,2091910.223043972,83.98527797340334,False,8632.44200325663,Stocks,23481.353260070595,8979.50741660078,Suggest financial explain by class be image hold.
2022-08-27,23774244-8918-459e-bc25-e314e554c674,21,1710679.1140955684,1.4991484949582246,False,9323.545348828022,Mutual Funds,6272.9881266780085,15495.654972079368,Company according red effect what explain down.
2023-08-21,f94cb263-cb9b-46f7-8a85-083d7f0b9737,28,304408.93261096755,5.063318009037832,False,7028.846792281472,Bonds,18750.18265764264,47144.31329905684,Fast benefit first while station provide than.
2022-05-09,10115ff1-0bf0-47d2-a4e4-70a3c4d772ce,48,3253322.3154983483,21.72753200095505,False,7941.0286910399145,Real Estate,2076.011335273195,23352.44594081801,Think American data discover voice.
2023-07-26,5e746813-859b-490b-9277-19ffbf2b3694,43,3692281.993601526,29.815784071667682,True,650.4999587150528,Mutual Funds,15523.627796082561,42937.665806854195,Rich others environmental worry add night center.
2022-01-01,8501dfc0-a95d-4325-8d1a-975b60dcf1c8,80,4403562.248168489,99.91412876298921,False,6927.947884776523,Mutual Funds,27543.364230795447,35307.654615547406,Material particularly protect fish while call.
2022-01-02,0cec8bd4-9290-4c9c-8bb8-82fe0ba6f5b2,19,2049467.5749630642,50.505261232584516,True,6910.12886742356,Cryptocurrency,47588.15440332527,11334.448253276658,Actually and space blood community rule.
2021-12-05,a5f16bc6-2adc-4915-ae99-55a433b64c1a,47,2740810.4890364544,48.30663974181437,False,8409.02570509644,Bonds,26142.1470118185,39553.72934781299,Quite level toward benefit bit.
2021-12-02,c455393a-d161-41aa-b43c-64038370636e,23,4322248.329143523,50.686938465945886,False,4091.110075127516,Mutual Funds,12236.838399571347,8622.997712141656,Should kitchen suggest source pull.
2022-03-14,4c421fe9-358e-42ac-ba0e-2640e6c850cb,50,2460106.137334631,23.177694199798648,True,4202.64889966319,Bonds,1123.4223099601415,24377.399830147646,Mission day movement view organization.
2023-03-01,a6c0ca09-4760-46e5-9e2a-fb8cdae91290,51,3320849.5728591913,74.6922972772919,False,2388.6847689268693,Bonds,23399.36099634269,45760.8459047903,Despite add later.
2022-06-17,b4be6200-174d-4696-bb83-08182879f888,21,3047508.366769458,80.82651658524432,False,2499.478038587019,Mutual Funds,21309.565577341305,18981.216187723236,Direction hundred other stand sign.
2022-02-22,b3fdda50-3d59-440f-bc65-108a950cbb4e,47,2342143.815532031,41.876956811079665,True,1276.5205389799696,Stocks,10947.526117099744,43502.06406733525,Foreign now example me without employee bring.
2022-03-02,402cf318-c425-4ebe-8d8c-6eaf982842f3,74,3323590.550023341,66.51364755127493,False,9931.696031238609,Real Estate,44187.43954671879,11941.083912406526,Look conference himself attorney both describe interesting west.
2022-02-05,994c28ea-c4c9-40ab-b928-d9c4c79ff74f,65,2457276.1696062516,40.702329279944394,False,4847.83036836207,Stocks,25106.809419442092,1037.4174439131573,Maintain economic claim activity doctor surface.
2021-12-16,3c8dcb5d-9738-4d4b-894c-d8fe44bf75ef,19,2009621.7834809602,86.02616358451549,False,9317.03705144119,Stocks,14892.666640545962,30971.167811978103,Economic by able memory interesting protect traditional stage.
2023-07-02,4cd5a142-e3c7-4fbb-8eab-5dabf8168b87,62,3222820.91387218,72.86911882748426,False,5562.529485942056,Bonds,13586.291340455484,42048.26252887741,Use care risk.
